Title,Author(s),Year,Master Track,Supervisor,Second reader,Abstract/Summary,Main Research Question,SDG,Justification for SDG,Geographical scope,Scale,Main sector,Keywords,Methodology Type,Specific Methods,Theories,Internship Organization,Organizations Studied,Geographical location standardized,Latitude,Longitude,Location precision,Flag
Governance Conditions for Successful Restoration of Riverine Ecosystems: A Case Study of the Rhine River,Twan Fenten,2024,n/a,Carel Dieperink,Peter Driessen,"This research focuses on analysing the governance conditions for successful restoration of riverine ecosystems. To derive these conditions, firstly a scientific literature assessment is conducted to compile relevant governance conditions for ecosystem restoration into an analytical framework. This framework is then tested and refined by conducting a critical case study on the ecosystem restoration process of the Rhine River to bring back the Atlantic salmon, as coordinated by the International Commission for the Protection of the Rhine (ICPR). The analysis reveals strengths and weaknesses in the governance structure, indicating the need for improvement in restoration measures and suggesting potential gaps in governance conditions.","What are the governance conditions necessary for the successful restoration of riverine ecosystems, specifically in the context of the Rhine River?",15 - Life on Land,"The research addresses the restoration of riverine ecosystems, which is crucial for maintaining biodiversity and ecosystem services, aligning with the goal of protecting, restoring, and promoting sustainable use of terrestrial ecosystems.",Rhine River,Regional,Ecology & Biodiversity,"Ecosystem restoration, Atlantic Salmon, Rhine, ICPR, Governance, Riverine","Literature-Based Research, Qualitative Empirical Research","Case study, Expert interviews, Policy analysis",n/a,n/a,International Commission for the Protection of the Rhine,Rhine River,50.4693743,7.3499986,Broad,
"Adapting to Scarcity Community-based water management and climate adaptation: Insights from Santa Cruz canton, Guanacaste, Costa Rica",Sam Pouwels,2024,International Development,Annelies Zoomers,Femke van Noorloos,"This thesis explores community-based water management and its role in climate adaptation in Santa Cruz, Guanacaste, Costa Rica. The aim is to understand local perceptions of water scarcity and the effectiveness of current management strategies. A mixed methods approach was employed, including literature review, stakeholder analysis, and interviews with local residents and experts. Findings indicate that while community-based approaches have potential, significant barriers remain, including governance issues and socio-cultural factors that hinder effective adaptation.","How can community-based water management contribute to climate adaptation in Santa Cruz canton, Guanacaste, Costa Rica?",6 - Clean Water and Sanitation,"This SDG is relevant as the research focuses on water management practices and their adaptation to climate change, addressing the critical need for sustainable water resources.","Santa Cruz, Guanacaste, Costa Rica",Local,Governance & Policy,"Community-based water management, climate adaptation, water scarcity, Santa Cruz, Guanacaste","Literature-Based Research, Qualitative Empirical Research","Literature Review, Stakeholder Analysis, Interviews",n/a,n/a,"Guanacaste Water Centre, UNDP, PAACUME",Santa Cruz,28.467178,-16.2507843,City,Abstract too short
A Discourse Analysis of the Debate on Geoengineering in Japan,Momoka Yabe,2023,n/a,Frank Biermann,Rakhyun E. Kim,"This study explores the discourses and actors surrounding geoengineering in Japan, focusing on carbon dioxide removal (CDR) and solar radiation management (SRM). The aim is to analyze how narratives are shaped and the public discourse surrounding these technologies. Utilizing discourse and network analysis, the research examines 61 documents and 11 interviews. Findings indicate that the debate on SRM is underdeveloped, while CDR, particularly CCS, is actively discussed among various stakeholders. The study highlights the influence of international communities and offers policy recommendations to enhance collective decision-making in Japan's geoengineering debate.",How are the discourses and narratives surrounding geoengineering shaped in Japan?,13 - Climate Action,"The study addresses the urgent need for climate change mitigation strategies, including geoengineering, to meet the Paris Agreement goals.",Japan,National,Governance & Policy,"Geoengineering, SRM, CCS, Discourse, Network, Japan",Qualitative Empirical Research,"Discourse Analysis, Network Analysis, Desk Research, Interviews","Agenda-Setting Theory, Multiple Streams Theory, Technoscientific Innovation Theory, Helix Theory",n/a,n/a,Japan,36.5748441,139.2394179,Country,Abstract too short
Reconstructing land use change from archival records,Yannick Egberink,2023,n/a,Dr. Brian Dermody,Dr. Janpieter van der Pol,This thesis quantifies historical land use change (LUC) in former Dutch colonies to estimate contributions to greenhouse gas emissions and biodiversity loss. It aims to improve existing models by utilizing archival records from the Dutch East India Company (VOC) and developing a text mining methodology to extract relevant information. The study identifies 14 lists related to land use and reconstructs land use for Ceylon (modern-day Sri Lanka) by georeferencing these lists onto contemporary maps. The findings provide a foundation for future research to better understand historical LUC and its drivers.,How can archival records and text mining methodologies be utilized to reconstruct historical land use change in former Dutch colonies?,13 - Climate Action,"This research addresses historical land use change, which is crucial for understanding past contributions to greenhouse gas emissions and for informing climate action strategies.","Ceylon, Sri Lanka",Local,Ecology & Biodiversity,"land use change, text mining, Dutch East India Company, historical data, georeferencing",Mixed Methods Research,"Text mining methodology, georeferencing",n/a,n/a,n/a,Sri Lanka,7.5554942,80.7137847,Country,Abstract too short
How Much is Enough?: Redistributive Power for a Just Energy Transition,Alex C. Myerson,2024,n/a,Frank van Laerhoven,Robert Harmsen,"This research explores the role of community energy initiatives in the energy transition, emphasizing the need for democratization and redistribution of energy provisioning. The aim is to support practitioners in engaging with energy justice through a conceptual framework grounded in capabilities, intersectionality, and spatiality. The study employs extensive interviews with stakeholders from energy communities in the Netherlands, Sweden, and the United Kingdom, leading to the development of a question matrix to facilitate reflection on distributive energy justice. The findings highlight the potential of local initiatives to contribute to energy justice and provide a dashboard tool for practitioners to assess the impacts of energy communities.","How can community energy initiatives understand, actively reflect on, and engage with their contributions towards distributive energy justice?",7 - Affordable and Clean Energy,"The research focuses on community energy initiatives that aim to democratize energy access and promote energy justice, aligning with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.","Netherlands, Sweden, United Kingdom",Local,Energy & Climate,n/a,Qualitative Empirical Research,In-depth interviews,Distributive Energy Justice,n/a,"Zeeuwind, Solbyn, Big Solar Coop",Netherlands,52.2434979,5.6343227,Country,
Sugarcane Agro-Industry Relations in Brazil: To What Extent Can Commercializing Bagasse Foster a Just Bioeconomy Transition in the State of São Paulo?,Sílvia Alexandra Seixas Lopes,2023,International Development,Anna Duden,Kristina Bogner,"This thesis explores the sugarcane agro-industry in Brazil, focusing on the commercialization of bagasse and its potential to foster a just bioeconomy transition in São Paulo. The aim is to analyze the distribution of burdens and benefits among stakeholders in the sugarcane production process. A multimethod qualitative approach was employed, including semi-structured interviews, field visits, and validation surveys. The findings indicate that while bagasse commercialization presents opportunities for economic benefits, significant challenges related to equity and justice remain.",To what extent can commercializing bagasse foster a just bioeconomy transition in the State of São Paulo?,12 - Responsible Consumption and Production,"This SDG applies as the research addresses sustainable practices in the sugarcane agro-industry, focusing on the efficient use of resources and the promotion of equitable benefits from bioeconomic activities.","São Paulo, Brazil",Local,Circular Economy & Production,n/a,Qualitative Empirical Research,"Semi-structured interviews, Field Visits, Validation Surveys",n/a,Solidaridad,n/a,São Paulo,-23.5506507,-46.6333824,City,Abstract too short
Fostering Legume Cultivation in the Netherlands: A Mission-Oriented Innovation System Analysis,Jort Jorritsma,2024,n/a,"Dr. James Patterson, Dr. Julia Tschersich",Dr. Rak Kim,"The Netherlands faces several critical sustainability challenges in its agricultural system, including excessive nitrogen emissions and a heavy reliance on imported legumes. This thesis investigates the systemic barriers and enables scaling legume cultivation in the Netherlands, aligning with national and European ambitions for a protein transition. The study applies the mission-oriented innovation system framework to analyse the adoption of legume cultivation through qualitative methodology, including policy document analysis and semi-structured interviews. The results reveal significant progress in stakeholder alignment but highlight critical systemic barriers that impede innovation development. This research contributes to the theoretical development of the MIS framework and offers policy recommendations for fostering innovation in sustainable agriculture.",n/a,n/a,n/a,Netherlands,Local,Agriculture,"Agricultural Transitions, Barriers and Enablers, Legume Cultivation, Mission-Oriented Innovation Systems, Protein Transition",Qualitative Empirical Research,"Policy document analysis, Semi-structured interviews",Mission-oriented innovation systems (MIS),n/a,n/a,Netherlands,52.2434979,5.6343227,Country,"Missing Research Question, Missing SDG"
Innovative Financing Strategies for Involving the Private Sector in the Mainstreaming of Nature-Based Solutions: A Case Study in Barcelona,Sofía Faure Vives,2024,Earth Systems Governance,Harriet Bulkeley,Tatiana Acervedo,"This thesis investigates the role of innovative financing strategies involving the private sector in mainstreaming Urban Nature-Based Solutions (UNBS) in Barcelona. It examines two municipal programs: green roofs and green walls, each utilizing distinct financing strategies that blend public and private funds. The research identifies barriers to financing and assesses how these strategies address issues such as information gaps and undervaluation of natural capital. Findings indicate that while both strategies have made progress, challenges remain, particularly regarding perceived risks and economic returns. The study emphasizes the importance of context-specific approaches and collaborative networks for successful implementation.",How do innovative financing strategies that involve the private sector contribute to the mainstreaming of Urban Nature Based Solutions?,11 - Sustainable Cities and Communities,"The research focuses on urban nature-based solutions that enhance sustainability and resilience in cities, directly contributing to the goal of making cities inclusive, safe, resilient, and sustainable.","Barcelona, Spain",Local,Urban & Regional Development,"Cities, Urban Nature-Based Solutions, Innovative finance, Innovative financing strategies.",Qualitative Empirical Research,"Case study, Interviews, Literature review",n/a,n/a,n/a,Barcelona,41.3825802,2.177073,City,Abstract too short
The Political Effects of Sustainable Development Goals on Sustainable Consumption and Production Efforts of United Nations Environment Programme,Yuxi Luo,2024,Earth Systems Governance,Frank Biermann,Rak Kim,"The United Nations Environment Programme (UNEP) has promoted sustainable consumption and production (SCP) initiatives. This research investigates how the launch of Sustainable Development Goal (SDG) 12 influences UNEP’s SCP-related discourse, norms, and institutions. The study employs document analysis and quantitative text analysis of 74 UNEP documents, alongside 11 semi-structured interviews. Findings reveal that SDG 12 provides UNEP with a new common language and legitimizes its SCP efforts, enhancing stakeholder support. However, limitations within SDG 12 and UNEP's institutions hinder further institutional effects. This research contributes to global governance studies and offers insights for monitoring SDG 12's impact.","How does the launch of SDG 12 influence UNEP’s SCP-related discourse, norms, and institutions?",12 - Responsible Consumption and Production,"SDG 12 is central to promoting sustainable consumption and production patterns, which UNEP actively supports through its initiatives.",Global,Global/International,Governance & Policy,"Sustainable Development Goals (SDGs), SDG 12 (Sustainable Consumption and Production), United Nations Environment Programme (UNEP), Discursive Effects, Normative Effects, Institutional Effects, Causal Mechanism.","Literature-Based Research, Qualitative Empirical Research","Document analysis, Quantitative text analysis, Semi-structured interviews",n/a,n/a,United Nations Environment Programme,n/a,,,Broad,Abstract too short
The Role of Power Electronics for the Raw Material Demand of the Energy Transition,Daniel Halfmann,2024,Energy & Materials,"Wolfgang Eichhammer, Patrick Hercegfi, Henrike Köhler",Wina Crijns-Graus,"The global energy system is transitioning to renewable energy to phase out fossil fuels and combat climate change. This thesis analyses the role of power electronics for the raw material demand of the energy transition, focusing on devices necessary for energy generation technologies, energy storage, and electric vehicles. A scenario analysis on both a global and a German level was conducted based on the material demand of six representative devices. The findings indicate that the material demand for power electronics will multiply in the coming years, particularly for copper, aluminium, and iron, with electric vehicles having the highest demand. Key technological developments include wide bandgap semiconductors and increased circularity through recycling.",What is the role of power electronics in the raw material demand of the energy transition?,12 - Responsible Consumption and Production,"This SDG applies as the thesis addresses the material demand and potential bottlenecks associated with the energy transition, emphasizing the importance of sustainable resource management.",Global,Global/International,Energy & Climate,"Power electronics, energy transition, raw material demand, renewable energy, electric vehicles",Mixed Methods Research,Scenario analysis,n/a,Fraunhofer ISE,n/a,Freiburg,47.9960901,7.8494005,City,
Cement Demand Forecasting: Developing a Comprehensive Conceptual Framework for Forecasting Cement Demand in EU27 countries,Orestis Riginos Kiriakidis,2024,Energy & Materials,Dr. ir. Wina Crinjs-Graus,Dr. Robert Harmsen,"This thesis investigates the dynamics of cement demand within the EU27 region, aiming to identify key drivers that policymakers can target to facilitate a successful transition toward more sustainable practices in the cement industry. The study analyses historical trends and correlations in cement demand driver indicators, focusing on long-term energy models. A comprehensive framework for forecasting cement demand was developed and tested through a case study in the Netherlands. The findings highlight the complex interplay between socio-economic factors and cement demand, emphasizing the need for policymakers to incentivize sustainable practices.",n/a,"9 - Industry, Innovation and Infrastructure","The research focuses on the cement industry, which is a critical sector for infrastructure development and innovation in sustainable practices.",EU27,Regional,Energy & Climate,n/a,"Conceptual & Theoretical, Qualitative Empirical Research","Case study, Trend analysis, Correlation analysis, Expert interview",n/a,n/a,n/a,Netherlands,52.2434979,5.6343227,Country,"Missing Research Question, Abstract too short"
Bagasse Utilization and Management Strategies in São Paulo Sugarcane Mills,Spyropoulos Ioannis,2024,Energy & Materials,Floortje van der Hilst,n/a,"This thesis explores the utilization of sugarcane bagasse in São Paulo state, Brazil. Bagasse, a byproduct of sugarcane processing, is a crucial source of bioelectricity in Brazil, with variations in its use across different mills due to differences in cogeneration efficiency. The study examines current and potential utilization of sugarcane bagasse to determine the feasibility of freeing up bagasse. The findings suggest that by adopting strategies such as improving cogeneration efficiency and utilizing sugarcane straw, substantial amounts of bagasse could be freed up for other uses without compromising its essential role in energy generation.",How is sugarcane bagasse used in São Paulo state of Brazil and how it can be possible to increase its availability for commercialization without compromising its current role in the sugarcane industry?,7 - Affordable and Clean Energy,"This SDG applies as the thesis focuses on improving the utilization of sugarcane bagasse for bioelectricity, contributing to renewable energy sources and energy efficiency in Brazil.","São Paulo, Brazil",Local,Energy & Climate,"sugarcane, bagasse, bioelectricity, Brazil, sustainability",Mixed Methods Research,"Fieldwork, Interviews, Scenario analysis",n/a,n/a,n/a,São Paulo,-23.5506507,-46.6333824,City,Abstract too short
Unravelling drivers of activity patterns of crop raiding animals in the Surinamese Rainforest,Niamh Paterson,2023,n/a,Ine Dorresteijn,Ralph Temmink,"Human-wildlife conflict (HWC) presents a significant challenge in many regions, especially in the Global South, where subsistence farming often leads to clashes with wildlife. This study investigates the intricate dynamics between crop-raiding animals, specifically ocelots (Leopardus pardalis) and red-rumped agoutis (Dasyprocta leporina), and various environmental and anthropogenic factors in the Surinamese rainforest. Utilizing camera trap data, I examined the spatiotemporal activity patterns of these species, comparing their behaviours in forest and crop field settings. My findings reveal significant differences in agouti activity patterns between these habitats, with increased morning activity in crop fields. This adaptation suggests a strategic response to human presence, optimizing foraging efficiency while minimizing interaction. Additionally, the presence of predators such as ocelots and humans influence agouti activity, though not to a statistically significant extent. The results underscore the importance of developing tailored conservation strategies that consider species adaptability and promote coexistence between humans and wildlife.",How do environmental and anthropogenic factors influence the activity patterns of crop-raiding animals in the Surinamese rainforest?,15 - Life on Land,This SDG applies as the research focuses on the conservation of species and the maintenance of ecologically diverse regions affected by human-wildlife conflict.,Surinamese rainforest,Local,Ecology & Biodiversity,n/a,Qualitative Empirical Research,"Camera trap data analysis, GLM analysis",n/a,"Ine Dorresteijn
Second",n/a,Suriname,4.1413025,-56.0771187,Country,
Assessing the political impact of UN Sustainable Development Goals on the central government of Taiwan,Po-Hsun Lu,2024,n/a,Frank Biermann,n/a,"This thesis examines the political impact of the UN Sustainable Development Goals (SDGs) on Taiwan's central government, despite Taiwan's non-membership in the UN. It aims to analyze the cause-and-effect relationships between the UN-SDGs and Taiwan's national policies. Utilizing a single case study design, qualitative content analysis was conducted on 41 official documents and 22 interview transcripts. Findings reveal that Taiwan's formulation of its Sustainable Development Goals (T-SDGs) was influenced by its international status and domestic political environment, leading to institutional changes and the adoption of diplomatic strategies aligned with UN-SDGs. This research contributes to understanding the unique political dynamics of sustainable development in Taiwan.","What political changes have occurred in Taiwan's SD since the launch of UN-SDGs in 2015, and what factors have contributed to these changes?",n/a,n/a,Taiwan,National,Governance & Policy,n/a,Qualitative Empirical Research,"Qualitative content analysis, Semi-structured interviews","Sociological institutionalism, Historical institutionalism",n/a,n/a,Taiwan,23.9739374,120.9820179,Country,Missing SDG
Challenging radical democracy to go lower: How commoning practices and collaborative governance in the Gipuzkoa Region enact radical democracy on the micro- and meso-level,Gesa Henriette Weidemann,2024,Earth Systems Governance,Dr. Julia Tschersich,Dr. Frank Van Laerhoven,"As liberal democracies are struggling with declining public trust and are failing to create adequate solutions to the climate crisis, one alternative is radical democracy that seeks to radicalise the democratic values of pluralism, equality and liberty throughout existing institutions and domains of nations and economies. This research has tested if commoning practices enact radical democracy on the micro-level and if collaborative governance enacts radical democracy on the meso-level. A case study of the Gipuzkoa Region is used to test the applicability of the theories as supplements for the theory of radical democracy. The research has found that commoning practices in Gipuzkoa enact radical democracy on the micro-level through lived alternative democratic relationships. Further, the collaborative governance in Gipuzkoa enacts radical democracy through institutions and democratic practices that allow for more pluralism through participation.",n/a,n/a,n/a,Gipuzkoa Region,Local,Governance & Policy,"Radical democracy, commoning practices, collaborative governance, Basque Country, Gipuzkoa",Qualitative Empirical Research,Case study,Radical Democracy,n/a,n/a,Gipuzkoa,43.1445278,-2.2037955,Region,"Missing Research Question, Missing SDG"
JELLE SCHENK,Jelle Schenk,2023,n/a,n/a,n/a,"This thesis explores the importance of public engagement in addressing societal issues, particularly focusing on the practically educated demographic's relationship with science. The aim is to identify barriers and opportunities for engagement at Utrecht University. Data was collected through interviews and analysis of strategic plans. Key findings highlight significant opportunities in education and community engagement, while barriers include targeting challenges and the education system's normative state. The study emphasizes the potential of the open science movement as a foundation for enhancing engagement.",n/a,n/a,n/a,"Utrecht, Netherlands",Local,Governance & Policy,n/a,Qualitative Empirical Research,"Interviews, Literature studies, Policy analysis",n/a,n/a,Utrecht University,Utrecht,52.0907006,5.1215634,City,"Missing Research Question, Missing SDG, Missing Supervisor, Abstract too short"
Trippy Transformation: Exploring the potential role of psychedelics in achieving sustainable development at a deeper systems level,Alexis Beaudoin,2024,Earth Systems Governance,Dr. Joost Vervoort,Dr. Jeroen Oomen,"The dominance of Capitalist systems within Western societies have resulted in paradigms and ontologies which are not only unsustainable but are actively destructive to the well-being of people and the planet. This research aimed to empirically investigate whether and how psychedelic experiences result in sustainability-relevant changes at the individual level and to explore how individuals with psychedelic experiences can contribute to sustainable transformations at the collective level. A qualitative analysis of 18 in-depth interviews was conducted, revealing positive changes in ways of being related to emotions, spirituality, and actions within the world. The results indicate that psychedelics may act as catalysts for shifting paradigms towards more sustainable alternatives.",How do psychedelic experiences result in sustainability-relevant changes at the individual level and how can individuals with psychedelic experiences contribute to sustainable transformations at the collective level?,12 - Responsible Consumption and Production,This SDG applies as the research explores how psychedelic experiences can lead to changes in individual behaviors and paradigms that promote sustainability and responsible consumption.,Global,Global/International,Social Justice & Equity,"Serotonergic psychedelics, leverage points, inner transformation-sustainability nexus, paradigms and ontological transformations",Qualitative Empirical Research,"In-depth interviews, qualitative analysis",n/a,n/a,n/a,n/a,,,Broad,
n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,Conceptual & Theoretical,n/a,Deliberative democracy,n/a,n/a,n/a,,,n/a,"Missing Title, Missing Research Question, Missing SDG, Missing Supervisor, Abstract too short"
"Governance for Adoption of Agroecological Practices in Hass Avocado Production: Case study of San Vincente de Ferrer, Colombia.",Ana María Vallejo Pérez,2024,Earth Systems Governance,Hens Runhaar,Carel Dieperink,"This thesis explores the governance structures influencing the adoption of agroecological practices in Hass avocado production in San Vicente de Ferrer, Colombia. The aim is to identify the necessary conditions for adoption and the factors affecting these conditions. A qualitative empirical research methodology was employed, including case study analysis and interviews with local stakeholders. The findings reveal that specific governance arrangements significantly impact the adoption of agroecological practices, highlighting the need for tailored governance strategies to enhance sustainability in agricultural practices.",To what extent are the conditions necessary for adoption of agroecological practices present in the case study?,12 - Responsible Consumption and Production,This SDG applies as the research focuses on sustainable agricultural practices and the governance needed to promote responsible production methods in avocado farming.,"San Vicente de Ferrer, Colombia",Local,Agriculture,"Agroecology, Governance, Sustainable Practices, Avocado Production, Colombia",Qualitative Empirical Research,"Case study, Interviews",n/a,n/a,n/a,San Vicente de Ferrer,-3.1557982,-79.6517623,City,Abstract too short
Traditional Ecological Knowledge (TEK) for Climate Change Adaptation: The Case of Smallholder Farmers in the Peruvian Highlands,Alessia Carriquiry,n/a,n/a,Kevin Mganga,n/a,"This research examines the critical role of Traditional Ecological Knowledge (TEK) in climate change adaptation among indigenous farming communities in the Peruvian highlands. The study aims to document and analyze specific TEK practices applied to smallholder agricultural settings, providing insights into potential adaptation strategies. Employing a mixed-methods approach, the research involved extensive fieldwork in Urubamba, capturing quantitative data and qualitative insights from local farmers. The findings reveal a complex interplay between traditional practices and contemporary environmental challenges, highlighting the potential of TEK strategies in enhancing adaptation and resilience to climate change.",n/a,n/a,n/a,Peruvian highlands,Local,n/a,n/a,Mixed Methods Research,n/a,n/a,n/a,n/a,Urubamba,-13.2292798,-72.2646684,City,"Missing Research Question, Missing SDG, Abstract too short"
Effects of soil water regime and ECM inoculant on soil’s N & P availability and the aboveground physiological structure of Pinus brutia seedlings,Antonis Tsiolas,2024,n/a,Dr. Staal Arie,Dr. Delory Benjamin,"The Calabrian trees (Pinus brutia) are negatively affected by climate change due to prolonged and intense fires, as well as extended drought, especially in the summer. This study aimed to investigate the effect of ectomycorrhizal (ECM) spores’ inoculation on four-months-old Pinus brutia seedlings, focusing on aboveground development and nutrient uptake. Sixty large pots were prepared with four treatment groups regarding irrigation and inoculation. Results indicated that ECM inoculation significantly affected shoot height growth and nutrient absorption, suggesting that early inoculation enhances resilience to abiotic stresses and influences aboveground development.",What is the effect of ectomycorrhizal inoculation on the aboveground development and nutrient uptake of Pinus brutia seedlings?,n/a,n/a,n/a,n/a,n/a,n/a,Conceptual & Theoretical,n/a,n/a,n/a,n/a,n/a,,,Broad,"Missing SDG, Abstract too short"
Harvesting Innovation: Navigating Enablers and Challenges for Chilean Startups on the Path to Sustainable Food Ecosystems,Natalia Rodríguez,2024,International Development,Dr. Dora Sampaio,Dr. Harrison Awuh,"The global food and agriculture industry faces multiple challenges in production, demand and regulations. Known as the largest industry worldwide, this industry plays a vital role in Latin America as the breadbasket for its significant contribution to the global production and export of agricultural and fish commodities. This thesis emphasizes the critical need to reevaluate and transform existing systems. It explores the concepts of food sustainability and food ecosystem, examining how a comprehensive transformation in food production and consumption can lead to a broader shift towards sustainability. Addressing the complexities of the food ecosystem involves collaboration across various levels with multiple stakeholders and their dynamics. Therefore, this research explores the role of AgriFoodTech startups and their ecosystem, in Chile specifically, in developing innovations that enable transition pathways towards transformed systems.",n/a,n/a,n/a,Chile,Local,Circular Economy & Production,"Food Sustainability, Food Ecosystem, AgriFoodTech startups, Startups ecosystem, Multi-Level Perspective framework, Enabler Theory, Chile",Mixed Methods Research,n/a,"Multi-Level Perspective, Enabler Theory",Universidad de Talca,n/a,Chile,-31.7613365,-71.3187697,Country,"Missing Research Question, Missing SDG"
Creating recommendations for resilience building strategies,Simon Horst,2020,n/a,Dries Hegger,Peter Driessen,"This research addresses the impact of climate change on urban populations and the need for effective urban climate resilience strategies. The aim is to assess urban climate resilience in Amsterdam, Barcelona, and Budapest using a resilience framework. The findings reveal strengths in each city's resilience strategies, such as Amsterdam's predictive modeling, Barcelona's citizen action plans, and Budapest's public awareness campaigns. Recommendations for enhancing resilience include proactive planning, continuous improvement, spatial planning for infrastructure, and public engagement. This study contributes to the literature by providing a method for using assessments to inform resilience strategies applicable to diverse urban contexts.",What are suitable resilience building strategies for urban areas to increase climate resilience to current and emerging climate effects?,11 - Sustainable Cities and Communities,"The research focuses on enhancing urban climate resilience, which directly contributes to making cities sustainable and resilient to climate-related hazards.","Amsterdam, Barcelona, Budapest",Local,Urban & Regional Development,"urban climate resilience, resilience building strategies, climate change, Amsterdam, Barcelona, Budapest",Mixed Methods Research,Case study analysis,n/a,n/a,n/a,Amsterdam,52.3730796,4.8924534,City,Abstract too short
"Consumer Behaviour, Rebound Effects, and LCA-research: Analysing Environmental Benefits of Reuse of Denim Jeans and Button Shirts in the Netherlands",Buster Geeraths,2024,n/a,"Blanca Corona-Bellostas, Richard Padi",Vivian Tunn,"The textile industry is among Earth’s most polluting industries, leading to significant CO2 emissions and waste creation. This study aims to assess the environmental benefits of clothing reuse through Life Cycle Assessment (LCA), focusing on consumer behaviour and rebound effects (REs). A comparative environmental assessment was conducted in the Netherlands, analyzing linear use versus reuse of denim jeans and button shirts. The study involved literature research, interviews with store managers and consumers, and survey data. Findings indicate that reusing denim jeans and button shirts can lead to substantial resource and environmental savings. However, the sample size was insufficient to generalize RE occurrences, highlighting the need for further research.","To what extent do environmental benefits occur when consuming second-hand clothing compared to consuming new clothing bought from fast fashion stores, when also considering rebound effects?",12 - Responsible Consumption and Production,"This study addresses the environmental impacts of clothing consumption and promotes sustainable practices in the textile industry, aligning with the goal of responsible consumption and production.",Netherlands,National,Circular Economy & Production,n/a,Mixed Methods Research,"Literature research, Semi-structured interviews, Surveys",n/a,n/a,n/a,Netherlands,52.2434979,5.6343227,Country,
Eco-empowerment: Steps Towards Safeguarding Curaçao's Coral Reef,Tanouschka Jansen,2023,n/a,n/a,n/a,"The coral reef in Curaçao is facing a critical threat, with consequences ranging from increased flood susceptibility to the collapse of the fishing activities and loss of marine biodiversity. This research aims to provide a comprehensive understanding of perspectives on coral reef conservation among Curaçao's inhabitants and various institutions. Through a discourse network analysis, which combines surveys for the local population and interviews with organizations, the study evaluates the identified success conditions to find opportunities for collaborative ecological empowerment within the community of Curaçao. The results reveal strengths and weaknesses, with five opportunities emerging, particularly emphasizing the need for education targeting adults.",Which opportunities for stakeholders on Curaçao can be identified to empower the local community in the conservation of the coral reef?,14 - Life Below Water,"This SDG applies as the research focuses on coral reef conservation, which is critical for marine biodiversity and ecosystem health.",Curaçao,Local,Ecology & Biodiversity,"Eco-empowerment, ecological public mobilisation, awareness, public action, perspectives",Qualitative Empirical Research,"Discourse network analysis, surveys, interviews",n/a,n/a,n/a,Curaçao,12.1176488,-68.9309263,Broad,Missing Supervisor
Master’s Thesis – master Sustainable Development,n/a,n/a,n/a,n/a,n/a,"The world population is increasing, causing a growing demand for food. This together with the pressure that the agricultural sector exerts on the environment, stresses the need for sustainable agricultural models. Circular models and local food systems have arisen as promising alternative agricultural models. This research looks at how policies and mechanisms can be improved to foster the development of local circular dairy farming, through a case study in the province of Utrecht. An innovation system approach is taken, allowing the identification of points hindering the transition to circular dairy farming. Data was collected from literature, interviews, and a survey. The results show that functions related to knowledge development are well-fulfilled, whereas others are lacking. Recommendations include revising inconsistent policies and creating a market for circularly produced milk.",n/a,n/a,n/a,Utrecht,Local,Circular Economy & Production,n/a,"Literature-Based Research, Qualitative Empirical Research","Semi-structured interviews, Survey",Innovation system approach,n/a,n/a,Utrecht,52.0907006,5.1215634,City,"Missing Research Question, Missing SDG, Missing Supervisor"
The Role of Energy Transition Minerals in Achieving Net Zero Energy Targets,n/a,n/a,n/a,n/a,n/a,"This research expands the International Energy Agency’s Net Zero Energy Scenario from 2050 to 2075, assessing how climate ambitions might affect the global energy transition minerals (ETMs) market. The study identifies potential supply bottlenecks, evaluates reserve sufficiency, and examines the role of recycling in mitigating risks. Findings indicate that while ETM supply can align with demand through effective resource management, several ETMs require careful monitoring. The research highlights the importance of enhancing recycling practices and suggests that technological innovation and robust policies are essential for ensuring resource availability for future generations.",n/a,n/a,n/a,n/a,n/a,n/a,n/a,Qualitative Empirical Research,n/a,n/a,n/a,n/a,n/a,,,n/a,"Missing Research Question, Missing SDG, Missing Supervisor, Abstract too short"
The Body and Post-Extractivism An exploration of the role of embodiment in the development of post-extractivist imaginaries,Julia Stefania Kassyk,2024,Energy & Materials,Dr Ana Poças Ribeiro,Dr Jesse Hoffman,"The global economy depends substantially on the material resources extracted from the environment. Extractivism is a process of intensive extraction of natural resources, which are used as energy sources or materials for producing goods that tend to exceed the capacity of the environment to regenerate itself. Recently, the concept expanded to mean a mentality that enables the exploitation and exhaustion of the other-than-human. As a response to a growing concern with the scale and unsustainability of extractivism, a new concept has been developed: post-extractivism. This exploratory study combined art and science to investigate how artistic embodiment practices can facilitate the development of post-extractivist imaginaries. My main results indicated that artistic embodiment engaging with dialogue and attunement has the potential to enable post-extractivist imaginaries.",How can artistic embodiment practices facilitate the development of post-extractivist imaginaries?,12 - Responsible Consumption and Production,This research addresses the unsustainable practices of extractivism and explores alternatives that promote responsible consumption and production through post-extractivist imaginaries.,Western context,Local,Ecology & Biodiversity,"extractivism, post-extractivism, embodiment, imaginaries, other-than-human",Qualitative Empirical Research,"Interviews, Desk research, Embodiment workshop",n/a,Baltan Laboratories,n/a,n/a,,,Broad,
