Title;Author(s);Year;Master Track;Supervisor;Second reader;Abstract/Summary;Main Research Question;SDG;Justification for SDG;Geographical scope;Scale;Main sector;Keywords;Methodology Type;Specific Methods;Theories;Internship Organization;Organizations Studied;Geographical location standardized;Latitude;Longitude;Location precision;Flag
HUMAN BEHAVIOUR, EMOTIONS, AND PERCEPTIONS DURING HUMAN-WILDLIFE INTERACTIONS IN THE NETHERLANDS: A MOBILE APP BASED APPROACH;Wilhelmina Felstead;2023;Environmental Change and Ecosystems;Ine Dorrestijn;Sietze Norder;Human-wildlife interactions (HWIs) are increasingly prevalent in the Netherlands due to urbanisation, climate change, and habitat conversion. This study aims to explore the drivers of human behaviour, emotions, and perceptions during HWIs using a mobile application prototype developed for citizen scientists. Data was collected over six weeks in two natural areas, employing statistical tests to analyze the influence of animal species on human responses. Key findings indicate that interactions are predominantly positive, with significant effects of animal species on human behaviour and perceptions. However, no significant relationship was found between human emotions, perceptions, and behaviours, suggesting a need for qualitative analysis. This research offers a novel approach for future studies on HWIs.;What is the influence of animal species on human behaviour, emotions, and perceptions during human-wildlife interactions?;15 - Life on Land;This SDG applies as the research focuses on the coexistence of humans and wildlife, addressing the impacts of wildlife conservation and management on human perceptions and behaviours.;Netherlands;Local;Ecology & Biodiversity;Human-Wildlife Interactions, Citizen Science, Mobile Application, Emotion, Behaviour;Mixed Methods Research;Case study, Pearson’s chi-squared, Fisher’s exact tests, correlation analysis, multiple ordinal regression, qualitative analysis;;WildlifeNL;;Netherlands;52.2434979;5.6343227;Country;
A proof of concept for mapping environmental change in areas of resource extraction at the source of energy transition supply chains.;Simon Teichtmann;2023;Energy & Materials;Britta Ricker, Emilinah Namaganda;C.G.M. Kees Klein Goldewijk;The availability of cloud computing and open access satellite data provides new opportunities for the application of earth observation (EO) based environmental monitoring. Mapping the environmental change resulting from resource extraction at the source of energy transition supply chains represents a particularly interesting application for these services. Using Google Earth Engine, Landsat and Sentinel imagery, I developed an example of a workflow model to create remote sensing time series to measure land cover and vegetation change. The model was applied to two case studies in Cabo Delgado, Mozambique, showing significant increases in unvegetated areas due to extraction activities. The workflow model yielded high classification accuracies and can be beneficial for monitoring change in vulnerable regions.;How can remote sensing time series be used to map environmental change in areas of resource extraction at the source of energy transition supply chains?;15 - Life on Land;This SDG applies as the research focuses on monitoring environmental changes due to resource extraction, which directly impacts land and ecosystems.;Cabo Delgado, Mozambique;Local;Energy & Climate;remote sensing, energy transition, time series, open access, resource extraction;Mixed Methods Research;Case study, Remote sensing analysis;;;;Cabo Delgado;-12.4254942;39.4168743;Broad;
Do-it-yourself greening: Interaction between municipal authorities and community-led initiatives for urban green spaces;Cathy de Jongh;2023;;Dr. Harriet Bulkeley;Dr. Hens Runhaar;The effects of urbanisation and climate change have increased the focus of urban policymakers on sustainability. Nature-Based Solutions (NBS) are increasingly implemented as a means to achieve sustainability, through their versatility and provision of services to urban inhabitants. This thesis examines how municipalities enable and constrain urban green space community-led initiatives (CLI) through their interaction. Data was collected from the Dutch municipalities of Culemborg and Wageningen using a case study approach with interviews and documentation. The research found that municipalities and green space CLIs interact through the reflexive provision of resources and rules, with municipal employees acting as boundary spanners. Reflexivity is a key dimension for interaction, smoothing over obstacles within the policy landscape.;How, why, and with what implications do municipalities enable and constrain urban green space CLIs through their interaction?;11 - Sustainable Cities and Communities;This SDG applies as the research focuses on enhancing urban green spaces through community-led initiatives, contributing to sustainable urban development.;Netherlands;Local;Urban & Regional Development;;Qualitative Empirical Research;Interviews, Documentation analysis;Policy Arrangement Approach;;;Culemborg;51.9573504;5.2253042;City;
A temporal perspective on area-oriented processes in the Netherlands;Jelmer Kootstra;2023;;Dr. ir. Dries Hegger;;This research addresses the temporal challenge of reconciling short-term and long-term objectives in area-oriented processes, particularly in the context of the water and land system as a steering concept. The study identifies five temporal strategies and evaluates their application through case studies involving water managers. Findings indicate that these strategies can provide critical insights for integrating short-term actions with long-term planning, although further conceptual development is needed.;How can temporal action perspectives be identified and utilized by water managers to reconcile short-term and long-term objectives in area-oriented processes?;;;Netherlands;Regional;Governance & Policy;area-oriented processes, temporal strategies, the water and land system as a steering concept, water managers;Qualitative Empirical Research;Case study;Policy Arrangement Approach;Hoogheemraadschap De Stichtse Rijnlanden;;;;;Broad;Missing SDG, Abstract too short
Participation in International Cooperative Initiatives (ICIs) – Incentivising and Enhancing Local Non-State Actors in Sustainable Transitions in the Global South;Gianmarco Diprima;2023;Earth Systems Governance;Dr. Sander Chan;Prof. dr. Peter Driessen;This research examines the role of International Cooperative Initiatives (ICIs) in enhancing local non-state actors' participation in sustainable transitions, particularly in the Global South. The study aims to explore the practices and mechanisms that ICIs implement to incentivise collective climate action. A mixed-methods approach, including a large-N survey and case studies, is employed to analyze the engagement of ICIs with local actors and the benefits perceived by participants. Findings reveal the structural elements that contribute to the success of ICIs and highlight the opportunities and challenges faced by local actors in these international networks.;How do International Cooperative Initiatives (ICIs) incentivise and enhance local non-state actors' participation in sustainable transitions?;13 - Climate Action;The research focuses on enhancing climate action through the engagement of local non-state actors in sustainable transitions, addressing the urgent need for collective climate action in the face of climate change.;Global South;Global/International;Governance & Policy;International Cooperative Initiatives, incentive and enhancement mechanisms, sustainable transitions, collective action;Mixed Methods Research;Large-N survey, desk-based research, case studies, semi-structured interviews;Transition Theory;Global Center on Adaptation;Global Forum on Agricultural Research & Innovation, Health Care Without Harm Southeast Asia, PROAmazonía;;;;Broad;Abstract too short
Governance Capacity in Addressing Urban Green (In)Justice: A Comparative Study of Rotterdam and Utrecht;Rosaline Pinto;2023;Earth Systems Governance;Peter Driessen;Annisa Triyanti;This research focuses on the governance capacity of Rotterdam and Utrecht in addressing urban green (in)justice. With the vulnerability of urban areas to climate change impacts and the increasing need for cities to take action, urban greening is being utilized as a strategy to adapt to climate change. However, recent studies indicate that the benefits of urban greening are unevenly distributed, leading to environmental (in)justice issues. This research employs an embedded multiple case study methodology with the aim to enhance understanding of how urban green (in)justice is assessed and analyze the governance capacity in relation to urban green (in)justice. The findings provide valuable insights for Rotterdam, Utrecht, and other cities, facilitating the development of more inclusive and equitable approaches to urban greening in the face of climate change challenges.;How do Rotterdam and Utrecht assess and address urban green (in)justice through their governance capacity?;11 - Sustainable Cities and Communities;This SDG applies as the research addresses urban green (in)justice, which is crucial for creating sustainable and equitable urban environments.;Rotterdam, Utrecht, Netherlands;Local;Governance & Policy;urban green (in)justice, governance capacity, climate change, Rotterdam, Utrecht;Mixed Methods Research;Embedded multiple case study;;;;Rotterdam;51.9244424;4.47775;City;
The Capabilities Sprint Workshop;Justin Seydoux;2023;Earth Systems Governance;Dries Hegger;;The Circular Economy is seen by many governments and businesses as key to promoting sustainability. Value chains are also integral to the success of the Circular Economy transition. While there are tools that businesses can use to strategize their approach towards a circular business model, there is a gap in tools that address transitioning itself for value chain actors. Therefore, this thesis’s main research aim was to propose how value chains can improve their ability to collectively transitions towards a more sustainable and circular configuration by developing and validating a tool prototype. To achieve this, first, a brief non-systematic literature review of impact assessment, followed by a brief structured literature review on conditions for transitioning, was executed. This was done to identify relevant inputs for the tool. Then, tool development was driven through feedback sessions with TNO employees. Lastly, the final tool prototype was evaluated in a final feedback round with TNO employees.;How can value chains improve their ability to collectively transition towards a more sustainable and circular configuration?;12 - Responsible Consumption and Production;This SDG applies as the thesis focuses on developing a tool to enhance sustainability within value chains, promoting circular business models.;Netherlands;National;Circular Economy & Production;;Literature-Based Research, Qualitative Empirical Research;Literature Review, Tool Design, Feedback Sessions;Dynamic Capabilities, Design Thinking;TNO;;;;;Broad;
The potential of diversification in coffee systems to enhance coffee productivity, biological pest control services and pollination services: a systematic review;Umi Pollmann;2023;Environmental Change and Ecosystems;Heitor Mancini Texeira;Ine Dorresteijn;This study investigates the impact of plant diversity in coffee systems on productivity, biological pest control, and pollination services. The aim is to understand the interactions between these factors and the potential trade-offs involved. A systematic review of 77 studies was conducted, and linear mixed-effect models were used to analyze the data. Findings reveal strong positive correlations between biodiversity-mediated ecosystem services and coffee productivity, while a trade-off exists between coffee productivity and biological pest control services. The results suggest that increasing plant diversity can enhance ecosystem services but may negatively impact coffee productivity.;What is the direct impact of plant diversity on coffee productivity, and indirectly through biological pest control and pollination services?;15 - Life on Land;This research contributes to the understanding of biodiversity conservation in agricultural systems, which is essential for achieving sustainable land management and ecosystem health.;Global;Global/International;Ecology & Biodiversity;agroforestry, coffee, pollination services, pest control services, productivity;Literature-Based Research;Systematic review, Linear mixed-effect models;;;;;;;Broad;Abstract too short
Collaborative Governance for Adaptation to Multi-Risk in the Dutch North Sea;Corina-Elena Dochiu;2023;Earth Systems Governance;Annisa Triyanti;Hens Runhaar;The Dutch North Sea is a space of tremendous economic potential in which efficient organisation of space is key for enduring climate adaptation. Climate change exacerbates natural hazards that pose dangers to the infrastructure set out to be installed at sea. The Dutch Government elaborated a medium-term plan that steers the system towards key transitions in energy production, food systems and ecosystem conservation. The user groups are currently participating in the governance efforts but there are still trade-offs to be made. Dynamic Adaptive Policy Pathways for Multi Risk (DAPP-MR) represents a methodology in development that MYRIAD-EU aims to tailor for use in transboundary sea settings. This research analyses the collaborative governance regime of the Dutch North Sea to understand where potential lock-ins might occur when attempting to implement DAPP-MR in this system. Taking advantage of being part of the MYRIAD-EU project and the collaboration with Deltares, this research uses primary data from the first North Sea pilot stakeholder workshop and internal sessions. Concurrently, interviews with experts in the field were conducted and an extensive literature review and document analysis were also used. The results showed a governance system that has already started to implement collaborative processes, but the system also has a preference for some activities over others. The user groups that fell within the spectrum of the research have displayed siloed thinking when it comes to climate adaptation. Both compatibilities and incompatibilities between activities would impact how multi-use of space can occur. There are knowledge gaps regarding systems impacts, and those are being taken into decision-making due to the urgency with which the government treats climate action. Furthermore, there were also gaps in single hazards to multi-hazard to multi-risk thinking in this system. DAPP-MR could be used to navigate the uncertainties of this system in theory, but more research and potential changes to the method are required. The conceptualisation of space as the resource of a socio-ecological system represents a starting point in both developing collaborative governance and DAPP-MR for use in maritime areas. Further research is required in both fields, as well as in multi-hazard and multi-risk thinking that should develop in this area.;What are the potential lock-ins of the collaborative governance regime in developing adaptation pathways in the Dutch North Sea?;13 - Climate Action;The research addresses the urgent need for adaptation strategies in response to climate change impacts on the Dutch North Sea, highlighting the importance of collaborative governance in managing multi-risks.;Dutch North Sea;Local;Governance & Policy;North Sea, adaptation pathways, multi-risk, collaborative governance;Qualitative Empirical Research;Stakeholder workshop, semi-structured interviews, document analysis, literature review;Collaborative Governance, Dynamic Adaptive Policy Pathways;Deltares;;Netherlands;52.2434979;5.6343227;Country;
Water and Ground Governance on Multiple Levels: an ex-ante assessment of the Netherlands’s new ‘Water and Ground Steering’ policy framework;Pieter van der Molen;2023;;Dries Hegger;Carel Dieperink;Amid the increasing severity of floods and dwindling land availability, the management and governance of water and ground have moved up the social and political agendas. This research revolves around an ex-ante assessment of the ‘Water and Ground steering’ policy framework in the Netherlands. The aim is to evaluate the effectiveness of multi-level governance (MLG) policies. A novel analytical framework was developed, and an embedded case study analysis was conducted, including interviews with policy advisors. The findings indicate that the effectiveness of the policy can be assessed and highlight governance strategies that can enhance this effectiveness.;What governance strategies are able to enhance the effectiveness of a MLG policy, and to what extent?;6 - Clean Water and Sanitation;The research focuses on water governance and management, which directly relates to ensuring availability and sustainable management of water and sanitation for all.;Netherlands;National;Governance & Policy;Multi-Level Governance, Water Management, Policy Effectiveness, Governance Strategies;Qualitative Empirical Research;Case study analysis, Interviews;Multi-Level Governance;;;Netherlands;52.2434979;5.6343227;Country;Abstract too short
Women’s Work: Making Sense of Energy Poverty through Gendered Social Practices in Kanaleneiland, Utrecht;Tess F. M. Beukema;2023;International Development;Jesse Hoffman;Koen Beumer;In 2022, over half of Dutch households have difficulties paying their general expenses and 602,000 households are estimated to live in energy poverty. This qualitative study uses a social practice approach to explore how energy poverty is understood and acted upon through gendered energy practices in Kanaleneiland, Utrecht. Ethnographic fieldwork, (in)formal interviews, and participatory action research were employed. Findings indicate that women are disproportionately affected by energy poverty due to cultural and gendered dimensions, with low-technical solutions associated with femininity. The study highlights the importance of recognizing women's experiences and the structural inequalities underlying energy poverty to ensure a more inclusive energy transition.;How is energy poverty understood and acted upon through gendered energy practices in Kanaleneiland, Utrecht?;5 - Gender Equality;This study addresses the gendered dimensions of energy poverty, highlighting how women are more vulnerable and the need for gender-sensitive approaches in energy policy.;Kanaleneiland, Utrecht;Local;Energy & Climate;energy poverty, gender, social practices, Kanaleneiland, Utrecht;Qualitative Empirical Research;Ethnographic fieldwork, (in)formal interviews, participatory action research;;;;Utrecht;52.0907006;5.1215634;City;
Realising Transformative Change through the Evaluation of Urban Nature-Based Solutions: An Exploration of the Netherlands;Anouk Jaspers;2023;Earth Systems Governance;;;The dual crises of climate change and biodiversity loss increase the vulnerability of cities, which are dealing with challenges of extreme weather events, degrading urban ecosystems and increasing temperatures. Nature-based solutions (NBS) can contribute to tackling these challenges whilst simultaneously improving the health and well-being of urban residents. This research aims to explore how evaluations of urban NBS currently capture the aspired multiple benefits of NBS, their possible trade-offs and issues of justice and inclusivity. The research developed six evaluation principles and is based on a case study analysis of 42 evaluation documents of Dutch urban NBS, supplemented by 10 interviews. The findings reveal that most evaluations align with the principles, but many do not adequately address justice and inclusivity.;How do evaluations of urban nature-based solutions currently capture the aspired multiple benefits, trade-offs, and issues of justice and inclusivity, and how does this relate to their potential for transformative change?;11 - Sustainable Cities and Communities;This SDG applies as the research focuses on urban nature-based solutions that aim to enhance urban resilience and sustainability, addressing the challenges posed by climate change and biodiversity loss in cities.;Netherlands;National;Urban & Regional Development;;Mixed Methods Research;Case study, Interviews;;;;Netherlands;52.2434979;5.6343227;Country;Missing Supervisor
EXPLORING THE FINANCING OF NATURE-BASED SOLUTIONS BY TRANSNATIONAL GOVERNANCE INITIATIVES;Marie Sijbers;2023;Earth Systems Governance;Harriet Bulkeley;;This research examines the financing of Nature-Based Solutions (NBS) through transnational governance initiatives (TGIs) in the context of climate change and biodiversity loss. The aim is to explore how TGIs influence funding flows for NBS that address both climate and biodiversity objectives. A mixed methods research design is employed, combining quantitative data analysis with qualitative case studies. The findings reveal that TGIs facilitate funding from the Global North to the Global South, primarily using traditional financial instruments, while also enabling non-state actors to influence funding flows. The study highlights the potential of TGIs to provide joint climate-biodiversity finance, but also raises concerns about reinforcing existing power imbalances.;How do transnational governance initiatives shape the flow of finance for climate related nature-based solutions?;13 - Climate Action;The research addresses the urgent need for funding mechanisms that support climate-related interventions, particularly those that integrate biodiversity objectives, aligning with the goals of SDG 13.;Global;Global/International;Governance & Policy;Transnational Governance, Climate Finance, Biodiversity Finance, Nature-Based Solutions;Mixed Methods Research;Quantitative data analysis, qualitative comparative case study;Critical Political Economy;;;;;;Broad;
Experiencing Nature in Food Forests in Utrecht;Sabine Brander;2023;;Koen Wessels;Bosman Batubara;Food forests can serve many functions, one of which is addressing nature estrangement in (semi)urban environments. The problem of nature estrangement is not so much caused by technology, urbanization, or even having less contact with nature, but by over-rationalisation, objectivization, suppressed emotions, and anthropocentrism. To reshape our relation to nature we must first change the way we think about and perceive it. Therefore, I sought to answer the following question: in what ways can experiences of nature in food forests in Utrecht provide opportunities for creating connection, affect, and emotional attachment with the more than human world? To answer the research questions, I first conducted a literature review to explore the various theories and debates about the influence of environmental aesthetics on the perception people have of nature and their encounters with the natural environment. Lastly, I conducted three focus groups to share my insights and engage participants in emotionally meaningful encounters with their environment.;In what ways can experiences of nature in food forests in Utrecht provide opportunities for creating connection, affect, and emotional attachment with the more than human world?;;;Utrecht, Netherlands;Local;Ecology & Biodiversity;Human-nature relationships, environmental aesthetics, food forests, imagination;Literature-Based Research, Qualitative Empirical Research;Literature review, Autoethnography, Focus groups;Environmental aesthetics, Imagination, Compassion, Practical Wisdom;;;Utrecht;52.0907006;5.1215634;City;Missing SDG
Justly Closing the Loop in South Africa;Katharina Mono;2023;International Development;Dr. Romain Dittgen;Dr. Bishawjit Mallick;"In the light of climate change, there is a need to shift away from South Africa’s resource intensive economy. Recently, more focus on making resource use more sustainable has been put to a circular economy; however the social dimension has not fully been explored in the context of transitioning to a circular economy. This research looks at aspects that must be considered in a just transition to a circular economy through a literature review, workshops, and interviews with stakeholders across the country. Key aspects identified include the country’s Apartheid history, access to services, governance, and psychological factors. Recommendations for specific projects to tackle these challenges were made, emphasizing the need for tailored solutions to local contexts.";What aspects must be considered in a just transition to a circular economy in South Africa?;12 - Responsible Consumption and Production;This SDG applies as the research focuses on transitioning to a circular economy, which aims to promote sustainable resource use and address social inequalities in South Africa.;South Africa;National;Circular Economy & Production;circular economy, just transition, South Africa, inequalities, stakeholder engagement;Literature-Based Research, Qualitative Empirical Research;Literature review, workshops, interviews;Doughnut of Social, Planetary Boundaries, Maslow's Hierarchy of Needs, Circular Economy – Human Development Approach;African Circular Economy Network;JUST2CE;South Africa;-28.8166236;24.991639;Country;
Meaning-making processes in successful commercial games: A Dark Souls and Disco Elysium case study;Frans Rijnders;2023;;Joost Vervoort;;Games have developed the last decade into a strong and versatile medium with a strong potential and opportunities for societal change. Serious games have attempted to varying success to use the medium to create educational gain in their players, however, these games tend to create superficial experiences that don’t seem to retain the attention of the player. Commercial video games on the other hand focus on these deeper emotional experiences, but to what extent these experiences lead to meaningful implications towards the player’s real life, which are sought in serious games, is unexplored in literature. This research set out to explore these potential meaningful implications in the successful commercial games Dark Souls and Disco Elysium, using meaning making theory. Various meaningful themes have been found in both games, varying from empowerment and perseverance to diving into and understanding one’s own thoughts. These themes revolved around immersion and resonance with the real world, which led to a strong emotional involvement and thereby the lessons learned in the game were more easily translated towards the player’s real life.;;;;;;;;Literature-Based Research;;Meaning making theory;;;;;;Broad;Missing Research Question, Missing SDG
Sustainable Aviation Fuel Implementation Strategies for European Airports;Helena Michelle Rodriguez;2023;;Dr. Ric Hoefnagels;Eoghan Davis;As the ambitious ReFuelEU mandate comes into force, the aviation sector faces uncertainties about its development. The main obligations currently fall upon fuel suppliers and aircraft operators, but airports can play a relevant role in the successful deployment of Sustainable Aviation Fuels (SAF). This research provides a guide to help airports understand their role and implement strategies in line with the ReFuelEU mandate. It investigates the role of airports within the fuel supply chain and their relationship to the mandate and SAF deployment. The research argues that airports can act as facilitators and advocates for SAF uptake. The guide outlines five steps for airports to create strategic roadmaps for SAF implementation, emphasizing the need for multi-stakeholder collaboration.;What strategies can airports implement to support the uptake of Sustainable Aviation Fuels in line with the ReFuelEU mandate?;13 - Climate Action;The research focuses on the role of airports in the deployment of Sustainable Aviation Fuels, which directly contributes to reducing greenhouse gas emissions in the aviation sector, aligning with the goals of Climate Action.;European Union;Regional;Energy & Climate;SAF, ReFuelEU, role of airports, SAF implementation in airports, SAF uptake;Literature-Based Research, Qualitative Empirical Research;Literature Review, Interviews, Stakeholder Consultation;Diffusion of Innovation Theory;;;;;;Broad;
The Steering Effects of the SDGs on Environmental and Developmental NGOs in the Netherlands;Laura Rodriguez Zehnder;2023;Earth Systems Governance;Marjanneke Vijge;Agni Kalfagianni;This thesis examines the influence of the Sustainable Development Goals (SDGs) on environmental and developmental NGOs in the Netherlands. The aim is to identify the steering effects of the SDGs on these organizations. The methodology includes the analysis of official NGO information and semi-structured interviews with experts in the field. The findings reveal that developmental NGOs experience stronger steering effects, both discursive and normative, compared to environmental NGOs, which face limitations due to political circumstances and organizational characteristics.;What are the steering effects of the SDGs on environmental NGOs based in the Netherlands?;17 - Partnerships for the Goals;The SDGs emphasize the importance of partnerships among various stakeholders, including NGOs, to achieve sustainable development, which is central to the thesis.;Netherlands;National;Governance & Policy;Sustianable Development Goals (SDGs), Non-Governmental Organizations (NGOs), Environmental NGOs, Developmental NGOs, Steering Effects, Discursive Effects, Normative Changes;Qualitative Empirical Research;Semi-structured interviews, NGO Website Content, Document Analysis;;;;Netherlands;52.2434979;5.6343227;Country;Abstract too short
Circular Start-Ups in the Textile Industry: Adoption of Circular Practices and Context Barriers;Laura Bicego;2023;Earth Systems Governance;Jesus Rosalen Carreon, Lis J Suarez-Visbal;Ernst Worrell;This research examines the circular practices adopted by circular Start-Ups (SUs) in the textile industry based on their local legislative context. The textile industry is one of the most ecologically damaging industries in the world due to its wide supply chain that entails many energy-intensive and polluting processes. This study investigates the practices and regulatory context of six companies, located in two different countries. The analysis entailed desk research, interviews, and Material Flow Analyses to identify waste sources and barriers. Results show that practices leading to waste reduction and garment lifespan extension are common, but limitations exist. The study concludes that more investments and a systematic vision at the regulatory level could ease the process towards circularity.;What circular practices are adopted by circular Start-Ups in the textile industry, and what local legislative contexts act as barriers to their implementation?;12 - Responsible Consumption and Production;The research focuses on circular practices in the textile industry, which is known for its significant environmental impact. By examining how Start-Ups can adopt circularity, the study contributes to promoting sustainable consumption and production patterns.;India, Netherlands;Global/International;Circular Economy & Production;Circular economy, Circular Start-up, Textile industry, Legislative context, Waste reduction;Mixed Methods Research, Qualitative Empirical Research;Desk Research, Interviews, Material Flow Analysis;;;;;;;Broad;
The Vjosa Wild River National Park as a Legal Innovation: Creating Transformative Change in Albanian River Governance;Rebecca Störbrock, Tatiana Acevero Guerrero;2023;;;;The Vjosa River in Albania is a significant riverine ecosystem facing threats from hydropower development. This research examines the establishment of the Vjosa Wild River National Park as a legal innovation aimed at transforming Albanian river governance. Using an exploratory case study design, the study applies transition theory and reparative innovations to analyze stakeholder perceptions and the implications of legal personhood for the river. The findings highlight the challenges of enforcing environmental standards and the potential of a rights-based approach to enhance river protection.;;;;Albania;National;Governance & Policy;;Qualitative Empirical Research;Stakeholder analysis, Semi-structured interviews;Transition Theory, Reparative Innovations;;;Albania;41.000028;19.9999619;Country;Missing Research Question, Missing SDG, Missing Supervisor, Abstract too short
Agroecology in Practice: Designing a Food Forest in the Utrechtse Heuvelrug;Pia Winckler;2023;;Brian Dermody;René Verburg;This thesis explores sustainable design principles for a climate-adaptive food forest (FF) at estate Zuylestein in the Utrechtse Heuvelrug. The landowner wished to integrate a former forested area into the productional focus of the entire estate while restoring the look of a forest as required by national monument legislation and adapting to climate change. FFs represent an agroecological, sustainable way of producing food while benefitting the local community and nature. It can thus be seen to increase food sovereignty. For this purpose, the estate needed to be evaluated from a social-ecological system (SES) perspective to reveal constraints, opportunities, and goals for the FF. Further, benefits, services and income opportunities of FFs needed investigation. Lastly, the vision and priorities of the main stakeholders needed to be considered.;;;;Utrechtse Heuvelrug, Netherlands;Local;Ecology & Biodiversity;;Mixed Methods Research;Soil analyses, Interviews, Scenario Workshop, Literature review;;Thesis;;Utrechtse Heuvelrug;52.0286536;5.3948843;Broad;Missing Research Question, Missing SDG
Collaboration for local food systems;Sarah Nolan;2023;;Dr. Hens Runhaar;Dr. Brian Dermody;This study addresses the unsustainability of conventional food systems and explores local food systems (LFS) as a sustainable alternative. The aim is to understand the role of government in fostering successful collaboration within LFS in Dublin, Ireland. A case study analysis was conducted, utilizing a novel theoretical framework to identify success conditions for collaboration. Qualitative interpretative analysis of interviews revealed that collaboration in Dublin's LFS is unsuccessful, primarily due to governmental inaction. Findings indicate that while actors are willing to collaborate, they face resource constraints that hinder effective collaboration. Further research is suggested to evaluate these conditions in different contexts.;What makes collaborations successful in the context of local food systems, and how does the role of government influence such collaboration?;2 - Zero Hunger;This SDG applies as the study focuses on enhancing local food systems, which are crucial for sustainable food production and addressing food security.;Dublin, Ireland;Local;Governance & Policy;Local food systems, Sustainable food systems, Collaboration, Governance, Government;Qualitative Empirical Research;Case study analysis, Stakeholder analysis, Interviews;;;;Dublin;53.3493795;-6.2605593;City;
Livelihood in the Living Eden: Costa Rica’s Stimulation of Landowners to Become Agents of Forest Conservation and its Impacts on Sustainable Rural Livelihoods;Bo Leek;2023;;Annelies Zoomers;;This thesis explores the stimulation of landowners in Costa Rica to engage in forest conservation and its effects on sustainable rural livelihoods. The aim is to assess the impacts of conservation policies on local communities and their adaptation strategies. A mixed methods approach is employed, combining qualitative interviews with quantitative data analysis. The findings reveal that while conservation efforts have led to improved livelihoods for some, challenges remain in ensuring equitable access to resources and benefits.;;;;Costa Rica;Local;Ecology & Biodiversity;;Mixed Methods Research;Qualitative interviews, Quantitative data analysis;;;;Costa Rica;10.2735633;-84.0739102;Country;Missing Research Question, Missing SDG, Abstract too short
Studying NGO- Rapid Assessment Framework Toolkits for promoting SWM in Kohalpur, Nepal: Whose reality counts?;Alejandro Martin Rojas;2023;;Janwillem Liebrand, Ranna Abdulhadi;;This study examines the factors enabling waste management interventions in Kohalpur, Nepal, focusing on both informal and formal aspects. The aim is to assess the representation of these factors in the SQUAT tool developed by WASTE NL. The research employs the Integrated Sustainable Waste Management theory and utilizes semi-structured interviews and literature review as methodologies. Findings indicate that formal practices are supported by institutional bodies and national policies, while informal practices are crucial due to inadequate waste collection services. The study highlights the importance of understanding the enabling environment for successful waste management.;What are the enabling factors for waste management interventions in Kohalpur, Nepal, and how are they represented in the SQUAT tool?;11 - Sustainable Cities and Communities;This SDG applies as the study focuses on improving waste management systems in urban areas, addressing the challenges faced by developing countries in managing waste effectively.;Kohalpur, Nepal;Local;Circular Economy & Production;Enabling Environment, SWM interventions, Kohalpur (Nepal), SQUAT tool, Policies, Institutions, Socio-cultural aspects.;Qualitative Empirical Research;Semi-structured interviews, Literature review;Integrated Sustainable Waste Management Theory;WASTE;;Kohalpur;28.1987467;81.6909134;City;Abstract too short
The implementation of the Water Framework's River Basin Approach in the Netherlands, an example of Good Multilevel Water Governance?;Pelle Swinkels;2023;;Carel Dieperink;Hens Runhaar;The Water Framework Directive (WFD) was set up by the European Commission in 2000 to provide an integrated framework for water governance, directing that all water bodies should be in ‘good’ condition. This research aimed to gain insight into the multilevel interactions and coordination mechanisms for the WFD at a basin level in the Netherlands. An assessment framework of success factors was created, and through interviews and document analysis, the prevalence of these factors in the Dutch Rhine West sub-river basin was analysed. It was found that while knowledge capacity and financial means were present, political commitment, coordination, and integration were lacking, leading to the conclusion that the River Basin Approach in Rhine West cannot be seen as an example of good Multilevel Water Governance.;;;;Netherlands;Local;Governance & Policy;River Basin Approach, Water Framework Directive, Multilevel Water Governance, Policy Integration, Success factors;Qualitative Empirical Research;Interviews, Document analysis;;;;Amsterdam;52.3730796;4.8924534;City;Missing Research Question, Missing SDG
Assessing the quality and scope of corporate target setting in 2021 by food and beverage companies.;Joël Beuerle;2023;Energy & Materials;Birka Wicke, Takeshi Kuramochi, Natalie Pelekh;;This thesis assesses the quality and scope of corporate target setting by food and beverage companies in 2021. The aim is to evaluate how these companies report their emissions and set reduction targets. A mixed methods approach is employed, combining quantitative analysis of self-reported emissions data from the top 50 companies with qualitative insights from in-depth case studies of meat and dairy companies. The findings reveal significant variations in target setting and reporting practices, highlighting areas for improvement in corporate accountability.;How do food and beverage companies set and report their corporate emission reduction targets in 2021?;13 - Climate Action;This SDG applies as the thesis focuses on corporate emissions and the effectiveness of targets set by companies in mitigating climate change.;Global;Global/International;Circular Economy & Production;;Mixed Methods Research;Quantitative analysis, Case study;;;;;;;Broad;Abstract too short
